,Pressure(cm)_,Visibility(km)_,Distance(km)_,Wind_Speed(kmh)_,Precipitation(cm)_,index,State,ID,Source,Severity,Start_Time,End_Time,Start_Lat,End_Lat,Start_Lng,End_Lng,Side,City,Country,Humidity(%),Wind_Direction,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
25,48.18375953349238,16.093440057946687,0.0,14.805927999999998,5.501115339329649e-05,1606050,PA,A-1606051,MapQuest,2,2017-09-07 19:09:54,2017-09-07 19:39:02,40.67847800000001,,-75.34236899999998,,R,Bethlehem,US,52.0,WSW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
26,49.11717905685328,16.093440057946687,0.0,5.63269,0.010781448789069637,647322,PA,A-647323,MapQuest,3,2019-01-12 12:13:20,2019-01-12 12:58:04,40.279301,,-76.818871,,R,Harrisburg,US,34.0,ESE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
27,47.92626449256523,16.093440057946687,0.0,22.208892000000002,0.0,820548,CA,A-820549,MapQuest,2,2018-10-08 13:40:23,2018-10-08 14:24:43,37.654999,,-122.406975,,R,South San Francisco,US,38.0,WNW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
28,48.55390865482515,16.093440057946687,0.016093440057946686,16.737136,0.010728959982096543,333831,TX,A-333832,MapQuest,2,2017-02-04 14:35:41,2017-02-04 15:05:24,29.810572,,-95.485771,,L,Houston,US,67.0,East,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
29,48.586095534941045,16.093440057946687,0.0,9.334171999999999,6.625393647764305e-05,745070,NC,A-745071,MapQuest,3,2018-11-03 15:50:12,2018-11-03 16:21:00,35.338463,,-80.848946,,R,Charlotte,US,35.0,Variable,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
30,48.28032017384005,16.093440057946687,0.0321868793965166,20.438617999999998,0.02414016059573127,470895,IL,A-470896,MapQuest,2,2017-06-02 17:22:15,2017-06-02 18:06:57,41.845909000000006,,-87.983032,,R,Oak Brook,US,24.0,East,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
31,47.92626449256523,16.093440057946687,0.0,11.104446000000001,0.0,911715,AZ,A-911716,MapQuest,2,2018-09-20 14:51:34,2018-09-20 15:21:16,33.370487,,-112.585022,,R,Buckeye,US,34.0,SSW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
32,48.21594641360827,16.093440057946687,0.0,20.438617999999998,0.0,1483736,VA,A-1483737,MapQuest,2,2017-11-06 13:06:06,2017-11-06 13:50:58,37.533745,,-77.43115999999998,,L,Richmond,US,71.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
33,47.652676011580134,16.093440057946687,0.0,37.01482,0.0,689585,NY,A-689586,MapQuest,2,2018-12-03 08:52:18,2018-12-03 09:32:00,43.115303,,-77.622162,,R,Rochester,US,80.0,West,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
34,48.76312337557846,3.218688011589337,0.0,9.334171999999999,0.048280320173840055,771260,AL,A-771261,MapQuest,3,2018-11-14 07:52:12,2018-11-14 08:21:59,30.595697,,-88.154442,,R,Mobile,US,96.0,NNW,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
35,48.570002094883094,16.093440057946687,0.003218688011589337,7.402963999999999,0.00922539413550157,2064064,OR,A-2064065,Bing,2,2018-10-18 06:59:25,2018-10-18 10:59:25,45.53252,45.532499,-122.63282,-122.632838,R,Portland,US,93.0,West,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
36,48.36078737412979,12.874752046357347,0.9157167392971663,9.334171999999999,0.02919496679061207,1814686,LA,A-1814687,Bing,3,2016-06-27 09:38:58,2016-06-27 15:38:58,29.983390000000004,29.97768,-90.05442,-90.06128000000002,R,New Orleans,US,77.0,SW,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
37,48.087198893144695,16.093440057946687,0.0,33.313338,0.0,1390755,WA,A-1390756,MapQuest,2,2018-01-19 16:35:50,2018-01-19 17:35:19,48.114883,,-122.162346,,L,Marysville,US,89.0,SE,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
38,47.877984172391386,16.093440057946687,14.572609972470723,24.1401,0.11617754164998331,1994741,TN,A-1994742,Bing,4,2019-02-23 23:29:17,2019-02-23 23:58:50,35.81751,35.83863,-88.24874,-88.08921,R,Wildersville,US,53.0,WSW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
39,48.28032017384005,14.484096052152017,0.0,16.737136,0.040544261938792216,583861,MI,A-583862,MapQuest,2,2019-02-07 05:57:06,2019-02-07 06:56:39,42.94421,,-83.692131,,L,Grand Blanc,US,96.0,East,Overcast,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
40,48.21594641360827,1.931212806953602,0.0,7.402963999999999,0.048280320173840055,780333,PA,A-780334,MapQuest,2,2018-11-19 16:22:26,2018-11-19 16:52:08,41.039482,,-78.398155,,R,Clearfield,US,100.0,North,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
41,47.60439569140629,16.093440057946687,0.0,25.910374,0.04175595166290638,600344,OK,A-600345,MapQuest,2,2019-02-14 07:03:31,2019-02-14 07:33:17,35.507751,,-97.618942,,L,Warr Acres,US,44.0,SW,Clear,False,False,True,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
42,48.232039853666215,4.828032017384006,0.0,14.805927999999998,0.08901683942612283,1188318,TX,A-1188319,MapQuest,2,2018-04-09 11:44:23,2018-04-09 12:29:05,29.356684,,-98.542297,,L,San Antonio,US,94.0,NE,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
43,48.19985297355032,16.093440057946687,0.0,14.805927999999998,0.004951827830566141,1160599,CA,A-1160600,MapQuest,2,2018-05-24 16:04:50,2018-05-24 16:34:34,38.475349,,-121.423851,,R,Sacramento,US,48.0,SSW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
44,48.296413613898004,16.093440057946687,0.016093440057946686,7.402963999999999,0.02950463963511409,36131,CA,A-36132,MapQuest,2,2016-04-26 00:21:52,2016-04-26 01:21:52,38.700447,,-121.244347,,R,Orangevale,US,54.0,NW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
45,48.31250705395595,16.093440057946687,0.0,13.035654,0.016093440284085016,302242,TX,A-302243,MapQuest,3,2016-07-01 10:58:23,2016-07-01 11:43:23,32.770901,,-96.810661,,R,Dallas,US,50.0,SSW,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
46,48.296413613898004,16.093440057946687,0.0,14.805927999999998,0.02574950352284613,174872,IL,A-174873,MapQuest,2,2016-08-02 18:25:37,2016-08-02 19:25:37,41.9795,,-88.13834399999998,,L,Hanover Park,US,58.0,East,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
47,48.2642267337821,16.093440057946687,0.0,16.0934,0.0,750741,NC,A-750742,MapQuest,2,2018-11-06 20:50:24,2018-11-06 21:20:07,35.826065,,-78.58638,,L,Raleigh,US,100.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
48,49.21373969720096,16.093440057946687,0.6147694102135633,20.438617999999998,0.0054054724349069235,2170662,NY,A-2170663,Bing,3,2018-01-07 07:12:40,2018-01-07 13:12:40,40.74792,40.7501,-73.76013,-73.75341999999998,R,Oakland Gardens,US,60.0,NW,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,Day,Day,Day
49,48.521721774709256,16.093440057946687,0.016093440057946686,15.503308666666667,0.01600182570616663,399513,CA,A-399514,MapQuest,2,2017-04-21 12:10:40,2017-04-21 12:39:59,37.495079,,-122.229012,,R,Redwood City,US,37.0,Calm,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
50,48.28032017384005,9.656064034768011,0.9446849314014706,13.035654,0.06437376023178674,2008222,OR,A-2008223,Bing,2,2019-01-18 15:32:31,2019-01-18 19:32:31,44.426256,44.41962,-121.877935,-121.870511,R,Blue River,US,90.0,South,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
51,48.40906769430362,16.093440057946687,0.0,9.334171999999999,0.012392809200766183,1712331,MI,A-1712332,MapQuest,3,2017-08-24 08:31:14,2017-08-24 09:00:25,42.337341,,-83.124863,,R,Detroit,US,64.0,North,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
52,48.2642267337821,16.093440057946687,0.0,7.402963999999999,0.027588754717336354,1140821,CA,A-1140822,MapQuest,2,2018-05-15 05:59:58,2018-05-15 06:29:19,34.03046,,-118.154221,,R,Los Angeles,US,78.0,East,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
53,48.47344145453542,16.093440057946687,0.043452288156456055,14.805927999999998,0.0,1798290,IL,A-1798291,Bing,2,2016-10-14 18:05:54,2016-10-15 00:05:54,42.36332,42.36361,-87.93021999999998,-87.92987,L,Gurnee,US,69.0,SSE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
54,48.50562833465131,16.093440057946687,0.016093440057946686,13.035654,0.016648386448343627,355194,FL,A-355195,MapQuest,2,2017-02-27 16:11:03,2017-02-27 16:39:59,26.542093,,-81.871414,,R,Fort Myers,US,51.0,West,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
55,48.0550120130288,12.874752046357347,0.0,5.63269,0.011822545937032669,258379,MD,A-258380,MapQuest,3,2016-07-08 06:58:35,2016-07-08 07:43:35,39.600189,,-77.68244200000002,,R,Hagerstown,US,79.0,SSE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
56,47.958451372681125,16.093440057946687,0.016093439698226113,20.438617999999998,0.3110176532533201,440492,CA,A-440493,MapQuest,3,2017-05-19 16:13:25,2017-05-19 16:58:10,34.068184,,-117.385582,,R,Bloomington,US,18.0,West,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
57,48.47344145453542,16.093440057946687,0.0,9.334171999999999,0.0,1183246,NJ,A-1183247,MapQuest,2,2018-04-06 07:02:36,2018-04-06 07:32:20,40.876255,,-73.983879,,R,Englewood,US,48.0,SE,Overcast,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
58,48.650469295172826,16.093440057946687,0.0,5.63269,0.0018749639403168132,1509450,NC,A-1509451,MapQuest,2,2017-11-20 18:00:16,2017-11-20 18:29:52,35.154953000000006,,-80.8246,,R,Charlotte,US,41.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
59,48.19985297355032,16.093440057946687,0.0,9.334171999999999,0.0,1226253,TX,A-1226254,MapQuest,2,2018-04-26 19:48:39,2018-04-26 20:18:28,32.864101,,-96.66571,,R,Dallas,US,44.0,NE,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
60,48.95624465627382,16.093440057946687,0.016093440057946686,14.805927999999998,0.01587595223907066,322249,FL,A-322250,MapQuest,3,2017-02-10 10:06:29,2017-02-10 10:51:03,28.002211,,-82.327271,,R,Tampa,US,42.0,NE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
61,48.13547921331853,14.484096052152017,0.0,14.805927999999998,0.0,33772,CA,A-33773,MapQuest,3,2016-04-09 01:33:16,2016-04-09 02:18:16,37.598789,,-122.060852,,R,Union City,US,93.0,NW,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
62,48.69874961534667,16.093440057946687,0.016093440057946686,11.104446000000001,0.0,278439,TX,A-278440,MapQuest,2,2016-11-11 11:17:30,2016-11-11 11:47:20,29.850731,,-95.528725,,R,Houston,US,65.0,North,Clear,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
63,48.376880814187736,16.093440057946687,0.0321868793965166,22.208892000000002,0.009819725924231438,472843,MI,A-472844,MapQuest,2,2017-06-02 15:22:22,2017-06-02 15:52:13,42.92704000000001,,-85.599281,,L,Grand Rapids,US,24.0,WNW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
64,48.34469393407184,4.828032017384006,0.0,5.63269,0.07299524524505019,1345122,MN,A-1345123,MapQuest,3,2018-02-23 06:20:11,2018-02-23 06:49:45,45.124252,,-93.336006,,R,Minneapolis,US,92.0,West,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
65,48.11938577326059,16.093440057946687,0.0,11.104446000000001,0.0,43628,CA,A-43629,MapQuest,2,2016-06-23 14:14:40,2016-06-23 15:14:40,34.17054,,-118.501099,,R,Encino,US,39.0,ESE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
66,48.2642267337821,16.093440057946687,0.016093440057946686,13.035654,0.028033734142003247,349355,CA,A-349356,MapQuest,3,2017-03-15 16:25:57,2017-03-15 17:10:36,34.231709,,-118.404099,,R,Sun Valley,US,18.0,West,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
67,48.21594641360827,11.26540804056268,0.0,8.690436,0.1793269143020939,1655710,CA,A-1655711,MapQuest,3,2017-09-28 08:32:03,2017-09-28 09:16:43,34.02623,,-117.333466,,R,Colton,US,25.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
68,48.55390865482515,16.093440057946687,0.0,11.748182,0.015911249433836205,42576,CA,A-42577,MapQuest,3,2016-06-18 07:26:28,2016-06-18 10:57:00,37.723503,,-121.940369,,R,San Ramon,US,75.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
69,48.2642267337821,16.093440057946687,0.0,11.104446000000001,0.000728762865091728,1648110,SC,A-1648111,MapQuest,2,2017-09-26 08:23:08,2017-09-26 09:06:00,34.892540000000004,,-82.160202,,R,Duncan,US,76.0,NNE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
70,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,550018,IA,A-550019,MapQuest,2,2019-03-23 13:24:54,2019-03-23 18:45:14,42.965881,,-96.023788,,R,Alton,US,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
71,48.45734801447747,16.093440057946687,0.0,9.334171999999999,6.096027973989967e-05,753740,NC,A-753741,MapQuest,2,2018-11-07 08:04:00,2018-11-07 08:49:00,35.143532,,-80.973846,,R,Charlotte,US,96.0,North,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
72,49.06889873667944,16.093440057946687,0.9012326432450144,20.438617999999998,0.0,204141,CT,A-204142,MapQuest,2,2016-11-07 09:48:47,2016-11-07 10:17:56,41.180119,,-73.194717,,R,Bridgeport,US,46.0,NE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
73,48.90796433609998,16.093440057946687,0.0,5.63269,0.014614773548575988,1231010,IL,A-1231011,MapQuest,3,2018-04-29 08:21:54,2018-04-29 09:06:27,41.873196,,-87.908539,,R,Hillside,US,53.0,Variable,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
74,48.006731692854956,16.093440057946687,0.0,13.035654,0.04826004308466303,1160430,TX,A-1160431,MapQuest,2,2018-05-24 15:12:38,2018-05-24 15:42:29,31.690126,,-106.330826,,R,El Paso,US,11.0,SSE,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
75,48.714843055404614,14.484096052152017,0.0,24.1401,0.012275708929881446,569255,NY,A-569256,MapQuest,2,2019-01-31 08:40:10,2019-01-31 09:21:00,43.151402,,-77.631241,,R,Rochester,US,69.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
76,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,91703,CA,A-91704,MapQuest,2,2016-08-22 21:19:11,2016-08-22 22:04:11,34.151009,,-118.152626,,R,Pasadena,US,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
77,48.07110545308675,16.093440057946687,2.1983639119155174,17.573944703998933,0.032254145963173476,1793193,GA,A-1793194,Bing,3,2016-09-27 19:49:28,2016-09-28 01:49:28,33.89895,33.88677,-84.24793000000003,-84.26668000000002,R,Atlanta,US,90.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
78,48.296413613898004,8.046720028973343,0.0,7.56822268985621,0.311139849864318,1135815,NY,A-1135816,MapQuest,2,2018-05-14 06:23:30,2018-05-14 06:53:18,42.085281,,-73.826454,,R,Germantown,US,94.0,Calm,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
79,48.521721774709256,16.093440057946687,0.016093440057946686,5.63269,0.024653779685093333,15448,CA,A-15449,MapQuest,3,2016-11-07 03:18:42,2016-11-07 04:03:22,37.617496,,-122.074219,,R,Union City,US,78.0,ENE,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
80,48.13547921331853,9.656064034768011,0.0,18.50741,0.0,594452,GA,A-594453,MapQuest,3,2019-02-12 17:38:42,2019-02-12 18:23:23,33.912136,,-84.379242,,R,Atlanta,US,93.0,WSW,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
81,48.087198893144695,16.093440057946687,0.0,13.035654,0.004814657540540026,1078528,IL,A-1078529,MapQuest,2,2018-06-15 19:07:19,2018-06-15 19:52:09,41.90586500000001,,-87.965073,,L,Addison,US,48.0,SE,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
82,48.2642267337821,16.093440057946687,0.0,11.104446000000001,0.0,1046358,GA,A-1046359,MapQuest,3,2018-07-30 16:00:13,2018-07-30 16:29:29,32.881832,,-83.668808,,R,Macon,US,94.0,ESE,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
83,48.296413613898004,16.093440057946687,0.0,8.690436,0.0,1449636,MD,A-1449637,MapQuest,2,2017-12-18 20:34:46,2017-12-18 21:04:17,38.945377,,-76.858414,,R,Hyattsville,US,76.0,Calm,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
84,48.47344145453542,16.093440057946687,0.0,11.104446000000001,0.010799544834810708,555123,WA,A-555124,MapQuest,2,2019-03-26 08:40:36,2019-03-26 10:28:09,47.463604,,-122.29103899999998,,R,Seattle,US,76.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
